job_id,company_name,title,location,formatted_work_type,formatted_experience_level,remote_allowed,sponsored,views,applies,application_type,pay_period,currency,normalized_salary,apply_rate,word_count,sentence_count,avg_word_length,flesch_reading_ease,flesch_kincaid_grade,sentiment_score,bullet_count,question_count,has_salary_language,has_benefits,has_flexibility,has_growth_language,has_culture_language,has_requirements_section,has_responsibilities_section,has_call_to_action,clarity_score
3900072860,Best High Technologies LLC (BHT),Data Engineer,"New Jersey, United States",Full-time,Associate,1.0,0,106.0,59.0,ComplexOnsiteApply,YEARLY,USD,125000.0,0.5566037735849056,19,1,6.21,-3.93,17.32,0.0,3,0,False,False,False,False,False,True,False,False,67.7
3887103294,SANDOW,Sales Operations Coordinator,United States,Full-time,Associate,1.0,0,315.0,175.0,ComplexOnsiteApply,YEARLY,USD,67500.0,0.5555555555555556,460,11,6.05,-67.85,27.97,0.746,0,0,False,False,True,True,True,True,False,False,25.1
3901357055,Oloop Technology Solutions,Senior Java Software Engineer,"Pittsburgh, PA",Contract,Mid-Senior level,,0,578.0,321.0,ComplexOnsiteApply,,,,0.5553633217993079,152,3,5.95,-91.49,31.92,0.3244,1,0,False,False,False,True,True,True,False,False,9.3
3903470264,GeorgiaTEK Systems Inc.,DevOps Engineer,"Philadelphia, PA",Contract,Mid-Senior level,,0,245.0,136.0,ComplexOnsiteApply,,,,0.5551020408163265,229,21,6.1,23.59,12.73,0.4626,0,0,False,False,False,True,True,True,True,False,91.1
3901460656,Infojini Inc,Data Engineer,"Los Angeles, CA",Contract,Mid-Senior level,,0,227.0,126.0,ComplexOnsiteApply,,,,0.5550660792951542,279,17,6.32,0.67,16.56,0.1197,1,0,False,False,True,True,True,False,False,False,65.8
3886883057,Avesta Computer Services,Senior ETL Data Engineer,United States,Full-time,Mid-Senior level,1.0,0,222.0,123.0,ComplexOnsiteApply,,,,0.5540540540540541,246,5,6.05,-90.07,31.68,0.4463,0,0,False,False,False,True,True,True,True,False,15.3
3899523315,Automated Retail Technologies,Customer Success Manager,United States,Full-time,,1.0,0,289.0,160.0,ComplexOnsiteApply,YEARLY,USD,77500.0,0.5536332179930796,682,13,6.15,-102.55,33.76,0.2298,1,0,True,True,True,True,True,True,True,False,9.7
3902937134,Bayforce,Azure Cloud Engineer,"Montvale, NJ",Contract,Mid-Senior level,,0,294.0,162.0,ComplexOnsiteApply,,,,0.5510204081632653,288,5,6.51,-128.11,38.02,0.2357,0,0,False,False,False,False,True,True,True,False,0.0
3903450989,Straight Arrow News,Data Analyst,United States,Full-time,Associate,1.0,0,360.0,198.0,ComplexOnsiteApply,YEARLY,USD,115000.0,0.55,346,11,6.23,-41.71,23.62,0.4301,0,0,False,False,False,True,True,True,False,False,42.5
3887721401,Empeople Credit Union,Information Security Analyst,"Maine, United States",Full-time,Associate,1.0,0,160.0,88.0,ComplexOnsiteApply,,,,0.55,649,15,6.71,-90.94,31.82,0.3533,1,0,True,True,False,True,True,True,True,False,18.7
3901992412,Redpoint Talent,Digital Marketing Manager,United States,Full-time,Mid-Senior level,1.0,0,144.0,79.0,ComplexOnsiteApply,YEARLY,USD,100000.0,0.5486111111111112,436,22,6.39,-11.39,18.56,1.0057,1,0,True,True,True,True,True,True,True,True,71.8
3899524727,ISoftech Inc,AWS & Java API Developer,Washington DC-Baltimore Area,Contract,Mid-Senior level,1.0,0,465.0,255.0,ComplexOnsiteApply,,,,0.5483870967741935,79,1,7.44,-218.76,53.13,0.45,0,0,False,False,False,True,False,False,False,False,0.0
3898160925,Equity Staffing Group,SQL Developer,United States,Contract,Mid-Senior level,1.0,0,900.0,493.0,ComplexOnsiteApply,HOURLY,USD,112320.0,0.5477777777777778,117,3,6.31,-66.68,27.78,0.3698,0,0,True,False,False,True,False,False,False,False,20.9
3886882436,Robert Half,Sr. .NET Developer,"Denton, TX",Contract,Mid-Senior level,,0,325.0,178.0,ComplexOnsiteApply,HOURLY,USD,140400.0,0.5476923076923077,496,9,6.15,-110.53,35.09,1.0327,0,0,False,False,True,True,True,True,True,False,1.6
3886879480,ATC,Data Analyst-VA,"Virginia, United States",Full-time,Entry level,,0,110.0,60.0,SimpleOnsiteApply,,,,0.5454545454545454,178,6,6.11,-33.16,22.19,0.2998,0,0,False,False,False,True,False,True,False,True,48.2
3901374682,IntelliSavvy,Data Quality Engineer - Spark/PySpark/Databricks,United States,Contract,,1.0,0,114.0,62.0,ComplexOnsiteApply,,,,0.543859649122807,132,3,6.14,-77.05,29.51,0.0,0,0,False,False,True,False,False,False,True,False,19.0
3899542595,Insight Global,Power BI Analyst,"Florida, United States",Full-time,Mid-Senior level,1.0,0,451.0,245.0,ComplexOnsiteApply,YEARLY,USD,100500.0,0.5432372505543237,233,7,6.53,-55.76,25.96,0.1965,0,0,False,True,False,False,True,False,True,False,37.2
3899534432,"LanceSoft, Inc.",Data Analyst,"Richmond, VA",Contract,Mid-Senior level,,0,334.0,181.0,ComplexOnsiteApply,,,,0.5419161676646707,185,1,6.38,-506.67,101.11,0.147,0,0,False,False,False,True,False,True,True,False,0.0
3900953972,iConsultera,Recruiter,United States,Full-time,Entry level,1.0,0,584.0,315.0,SimpleOnsiteApply,,,,0.5393835616438356,253,2,6.81,-343.38,73.9,0.0,0,0,False,False,True,False,False,True,False,True,0.0
3904943673,Compunnel Inc.,Data Engineer,"Merrimack County, NH",Contract,Mid-Senior level,,0,723.0,389.0,ComplexOnsiteApply,,,,0.5380359612724758,232,6,6.19,-62.22,27.04,0.0,0,0,False,False,False,False,False,True,False,False,28.8
3899522047,Synechron,Sr. Data Engineer _ NYC,New York City Metropolitan Area,Full-time,Mid-Senior level,,0,106.0,57.0,ComplexOnsiteApply,YEARLY,USD,130000.0,0.5377358490566038,510,8,6.3,-140.71,40.12,0.7971,0,0,True,True,True,True,True,True,True,True,0.0
3905221052,Amtex Systems Inc.,Site Reliability Engineer,"California, United States",Contract,Mid-Senior level,1.0,0,129.0,69.0,ComplexOnsiteApply,,,,0.5348837209302325,33,2,6.0,9.52,15.08,0.0,0,0,False,False,False,False,False,False,False,False,71.7
3901372773,Brooksource,Java Software Engineer,"Morris Plains, NJ",Contract,Mid-Senior level,,0,273.0,146.0,ComplexOnsiteApply,HOURLY,USD,140400.0,0.5347985347985348,398,9,6.53,-88.49,31.41,0.7519,0,0,False,True,False,True,True,True,True,False,20.4
3887708891,Synergy Systems,Senior Technical Recruiter,"Dallas, TX",Contract,,1.0,0,554.0,296.0,ComplexOnsiteApply,HOURLY,USD,104000.0,0.5342960288808665,415,6,6.86,-172.86,45.48,0.2454,1,1,True,False,False,True,True,True,True,False,0.0
3902949919,IntelliX Software Inc,Dotnet Developer,"Harrisburg, PA",Contract,Mid-Senior level,,0,201.0,107.0,ComplexOnsiteApply,,,,0.5323383084577115,327,18,6.34,-4.99,17.5,0.4977,0,0,False,False,True,True,True,True,False,False,67.0
3900986494,Sogeti,Azure DevOps Engineer,United States,Full-time,Associate,1.0,0,141.0,75.0,ComplexOnsiteApply,,,,0.5319148936170213,319,12,5.87,-16.92,19.49,0.112,0,0,True,True,False,False,False,False,False,False,58.0
3889771499,Mindlance,Java Software Engineer,"Reston, VA",Contract,Mid-Senior level,,0,126.0,67.0,ComplexOnsiteApply,HOURLY,USD,130000.0,0.5317460317460317,46,1,6.24,-85.74,30.96,0.1474,0,0,False,False,True,False,False,False,False,False,8.2
3899530902,Rockwoods Inc,Java Software Engineer,United States,Contract,Mid-Senior level,1.0,0,636.0,338.0,ComplexOnsiteApply,,,,0.5314465408805031,88,3,6.65,-47.28,24.55,0.2132,5,0,False,False,True,True,False,True,False,False,38.8
