job_id,company_name,title,location,formatted_work_type,formatted_experience_level,remote_allowed,sponsored,views,applies,application_type,pay_period,currency,normalized_salary,apply_rate,word_count,sentence_count,avg_word_length,flesch_reading_ease,flesch_kincaid_grade,sentiment_score,bullet_count,question_count,has_salary_language,has_benefits,has_flexibility,has_growth_language,has_culture_language,has_requirements_section,has_responsibilities_section,has_call_to_action,clarity_score
3901641562,eBay,"Software Engineer, Back End","San Jose, CA",Full-time,Mid-Senior level,,0,784.0,348.0,OffsiteApply,YEARLY,USD,145675.0,0.4438775510204081,639,26,5.63,-4.36,17.39,0.5538,2,0,True,True,True,True,True,False,False,True,66.4
3898169627,The Intersect Group,Quality Assurance Analyst,United States,Contract,Mid-Senior level,1.0,0,800.0,342.0,ComplexOnsiteApply,,,,0.4275,216,14,6.4,1.35,16.44,0.3402,2,0,False,True,True,True,False,True,False,False,75.2
3898164926,Vervent,Data Analyst,"San Diego, CA",Full-time,Associate,,0,650.0,339.0,ComplexOnsiteApply,YEARLY,USD,69780.0,0.5215384615384615,685,24,6.01,-26.77,21.13,0.3057,2,0,True,True,False,True,True,True,True,False,60.1
3899530902,Rockwoods Inc,Java Software Engineer,United States,Contract,Mid-Senior level,1.0,0,636.0,338.0,ComplexOnsiteApply,,,,0.5314465408805031,88,3,6.65,-47.28,24.55,0.2132,5,0,False,False,True,True,False,True,False,False,38.8
3900070587,"PMO Partners, LLC",Program Manager,United States,Full-time,,1.0,0,1102.0,335.0,ComplexOnsiteApply,YEARLY,USD,110000.0,0.3039927404718693,848,9,6.27,-231.21,55.2,0.206,0,0,False,False,True,False,True,True,True,False,0.0
3903451504,SSi People,Administrative Assistant,United States,Contract,Associate,1.0,0,967.0,327.0,ComplexOnsiteApply,HOURLY,USD,45760.0,0.3381592554291623,73,1,6.14,-163.85,43.98,0.2341,0,0,False,False,False,False,True,True,False,False,0.0
3904369821,,Administrative Support Assistant,"Atlanta, GA",Part-time,,1.0,0,623.0,324.0,ComplexOnsiteApply,HOURLY,USD,48880.0,0.5200642054574639,133,5,6.93,-47.13,24.52,0.2601,0,0,False,False,True,False,True,True,False,False,38.9
3901357055,Oloop Technology Solutions,Senior Java Software Engineer,"Pittsburgh, PA",Contract,Mid-Senior level,,0,578.0,321.0,ComplexOnsiteApply,,,,0.5553633217993079,152,3,5.95,-91.49,31.92,0.3244,1,0,False,False,False,True,True,True,False,False,9.3
3899520843,ALOIS Solutions,Data Engineer,"San Diego, CA",Contract,Mid-Senior level,,0,666.0,319.0,ComplexOnsiteApply,HOURLY,USD,114400.0,0.4789789789789789,154,4,6.06,-58.13,26.36,0.0806,0,0,False,False,False,True,False,False,False,False,26.6
3901611720,,Vice President of Sales,United States,Full-time,Executive,1.0,0,1503.0,316.0,ComplexOnsiteApply,YEARLY,USD,237500.0,0.2102461743180306,86,5,5.4,24.51,12.58,0.2157,0,0,True,False,False,False,True,True,False,False,86.7
3900953972,iConsultera,Recruiter,United States,Full-time,Entry level,1.0,0,584.0,315.0,SimpleOnsiteApply,,,,0.5393835616438356,253,2,6.81,-343.38,73.9,0.0,0,0,False,False,True,False,False,True,False,True,0.0
3901678622,Integration International Inc.,Product / business Analyst,United States,Full-time,Mid-Senior level,1.0,0,810.0,311.0,ComplexOnsiteApply,,,,0.3839506172839506,110,3,6.48,-64.6,27.43,0.0,0,0,False,False,False,False,False,False,False,False,22.3
3901676239,Docusign,Software Engineer,"Seattle, WA",Full-time,Entry level,,0,731.0,310.0,OffsiteApply,,,,0.4240766073871409,1052,32,5.74,-32.27,22.05,0.5241,1,1,True,True,True,True,True,True,True,True,41.7
3902747714,Huge,Project Manager,United States,Full-time,,1.0,0,1662.0,308.0,OffsiteApply,YEARLY,USD,92500.0,0.1853188929001203,768,37,5.58,8.75,15.21,0.7217,0,1,True,False,True,True,True,True,False,False,71.4
3900062636,,Logistics Coordinator,United States,Contract,,1.0,0,741.0,306.0,ComplexOnsiteApply,,,,0.4129554655870445,113,4,7.35,-63.74,27.29,-0.0941,0,0,False,False,True,False,False,False,False,False,22.8
3884434778,Babylist,Inventory Analyst,United States,Full-time,Associate,1.0,0,1179.0,297.0,OffsiteApply,YEARLY,USD,75737.5,0.2519083969465648,902,25,5.91,-46.71,24.45,0.3996,1,0,True,True,True,True,True,True,True,False,38.1
3903446497,Annapurna,Software Engineer in Test,United States,Full-time,Mid-Senior level,1.0,0,651.0,297.0,ComplexOnsiteApply,,,,0.456221198156682,473,36,5.82,24.56,12.57,0.4138,19,0,False,False,True,True,True,True,False,False,86.7
3904360904,TECHEAD,UI/UX Designer (Jr.),"Richmond, VA",Full-time,Associate,,0,615.0,296.0,ComplexOnsiteApply,,,,0.4813008130081301,500,10,5.77,-84.54,30.76,0.2683,18,0,True,False,False,True,True,True,True,False,19.0
3887708891,Synergy Systems,Senior Technical Recruiter,"Dallas, TX",Contract,,1.0,0,554.0,296.0,ComplexOnsiteApply,HOURLY,USD,104000.0,0.5342960288808665,415,6,6.86,-172.86,45.48,0.2454,1,1,True,False,False,True,True,True,True,False,0.0
3900948684,"Dr. Berg Nutritionals, Inc",Customer Service Manager,United States,Full-time,Mid-Senior level,1.0,0,2019.0,294.0,OffsiteApply,HOURLY,USD,78000.0,0.1456166419019316,909,52,5.78,12.67,14.55,1.0945,0,2,True,True,True,True,True,True,True,True,77.4
3901803146,CareerAve LLC,Executive Recruiting Coordinator,United States,Contract,Associate,1.0,0,1247.0,292.0,ComplexOnsiteApply,,,,0.2341619887730553,179,10,5.84,9.9,15.02,0.0747,7,0,False,False,False,False,False,False,False,False,71.9
3898180040,Pantheon Inc,Technical Project Manager,United States,Contract,Mid-Senior level,1.0,0,685.0,289.0,ComplexOnsiteApply,,,,0.4218978102189781,121,1,7.27,-339.95,73.32,0.3636,0,0,False,False,False,True,True,False,False,False,0.0
